age,income,pre_test_score,attendance_score,program_offered,program_participation,post_test_score,tau,categ
42.4,4079.0,38.05,24.7,0,0,38.05,35.540000000000006,complier
45.0,3104.0,37.28,37.7,0,0,37.28,35.64,complier
50.5,708.0,34.67,33.0,0,0,34.67,18.85,never-taker
45.2,12571.0,54.68,15.8,1,0,54.68,16.009999999999998,never-taker
48.1,3980.0,40.24,2.7,1,0,40.24,18.059999999999995,never-taker
45.3,4344.0,38.86,42.4,1,1,68.86,35.42,complier
39.4,5129.0,42.1,13.9,0,0,42.1,17.799999999999997,never-taker
50.7,16391.0,60.51,20.3,0,0,60.51,15.190000000000005,never-taker
39.6,2179.0,34.09,36.6,1,1,64.09,36.1,complier
40.9,4074.0,40.03,31.5,0,0,40.03,18.09,never-taker
47.4,8728.0,48.29,10.7,0,0,48.29,16.919999999999995,never-taker
46.1,11601.0,51.35,31.5,0,0,51.35,33.65,complier
38.8,5829.0,40.23,38.8,0,0,40.23,35.23,complier
37.4,1117.0,35.45,26.0,1,0,35.45,18.739999999999995,never-taker
48.6,4784.0,38.27,15.7,1,0,38.27,18.34,never-taker
49.1,481.0,32.32,34.6,1,1,62.32,36.35,complier
44.6,2858.0,35.55,21.1,0,0,35.55,18.72000000000001,never-taker
39.1,1429.0,35.49,37.6,1,1,65.49000000000001,35.9,complier
44.0,3241.0,38.89,43.3,0,0,38.89,35.42,complier
50.5,3037.0,37.06,23.8,0,0,37.06,18.51,never-taker
45.6,8583.0,48.66,58.5,1,1,78.66,34.03,complier
40.8,9149.0,49.11,33.2,0,0,49.11,16.799999999999997,never-taker
48.0,2395.0,35.08,18.8,1,0,35.08,18.79,never-taker
53.8,7375.0,45.54,15.3,1,0,45.54,17.310000000000002,never-taker
54.6,7926.0,47.71,43.7,1,0,47.71,16.999999999999993,never-taker
46.6,3912.0,37.26,15.7,1,0,37.26,18.480000000000004,never-taker
43.7,3862.0,37.49,15.5,0,0,37.49,18.45,never-taker
36.5,1586.0,35.19,24.7,0,0,35.19,18.78,never-taker
40.3,10475.0,51.07,24.0,0,0,51.07,16.520000000000003,never-taker
50.4,335.0,34.33,20.9,1,0,34.33,18.9,never-taker
47.9,9437.0,46.8,9.1,1,0,46.8,17.130000000000003,never-taker
44.9,754.0,34.76,38.5,0,0,34.76,36.00000000000001,complier
39.9,764.0,33.04,8.6,1,0,33.04,19.08,never-taker
47.8,7612.0,46.21,38.9,1,1,76.21000000000001,34.38,complier
47.1,5315.0,40.53,49.6,1,1,70.53,35.17999999999999,complier
46.6,4969.0,38.64,38.5,0,0,38.64,35.45,complier
40.2,4221.0,37.17,23.8,0,0,37.17,35.66,complier
40.6,15869.0,56.87,57.5,1,1,86.87,32.87,complier
37.5,9000.0,45.28,30.9,1,1,75.28,34.510000000000005,complier
33.0,602.0,31.67,60.4,1,1,61.67,36.44,complier
41.3,1765.0,36.17,21.3,0,0,36.17,18.64,never-taker
45.1,17953.0,60.18,50.0,0,0,60.18,32.4,complier
41.7,10657.0,48.26,42.7,1,1,78.25999999999999,34.09,complier
49.6,3402.0,37.12,54.3,1,1,67.12,35.67000000000001,complier
37.5,4645.0,40.6,15.1,0,0,40.6,18.009999999999998,never-taker
50.6,5981.0,41.48,39.2,1,1,71.47999999999999,35.050000000000004,complier
48.2,4634.0,41.6,13.3,1,0,41.6,17.869999999999997,never-taker
37.8,8559.0,46.91,48.0,0,0,46.91,34.28,complier
56.9,9255.0,49.16,16.0,1,0,49.16,16.799999999999997,never-taker
42.9,357.0,33.56,12.9,1,0,33.56,19.01,never-taker
39.0,655.0,34.71,22.9,1,0,34.71,18.84,never-taker
39.2,16960.0,59.82,21.7,1,1,89.82,32.45,complier
41.6,2949.0,36.28,37.2,1,1,66.28,35.78999999999999,complier
42.2,612.0,35.17,53.4,0,0,35.17,35.94,complier
41.1,7539.0,45.21,30.8,1,1,75.21000000000001,34.52,complier
45.5,7574.0,43.45,28.9,0,0,43.45,34.77,complier
50.2,2412.0,36.0,71.3,1,1,66.0,35.83,complier
40.7,4106.0,39.42,20.7,0,0,39.42,18.18,never-taker
45.3,2329.0,37.83,15.4,1,0,37.83,18.4,never-taker
49.4,6277.0,40.96,13.3,0,0,40.96,17.96,never-taker
41.4,3273.0,39.36,32.7,1,0,39.36,18.18,never-taker
40.5,3457.0,38.42,49.8,1,1,68.42,35.480000000000004,complier
44.9,2741.0,36.68,4.3,0,0,36.68,18.56,never-taker
28.0,2777.0,34.18,25.3,0,0,34.18,36.080000000000005,complier
43.7,623.0,34.58,55.2,1,1,64.58,36.03,complier
54.2,2470.0,36.87,36.2,1,1,66.87,35.7,complier
41.8,10555.0,51.62,16.7,0,0,51.62,16.449999999999996,never-taker
52.3,7914.0,44.88,42.0,1,1,74.88,34.57,complier
46.0,8400.0,44.8,22.0,1,1,74.8,34.58,complier
42.9,12237.0,51.76,7.7,1,0,51.76,16.43,never-taker
45.2,2883.0,35.63,23.3,0,0,35.63,35.88,complier
46.2,2721.0,37.08,42.8,1,1,67.08,35.67,complier
40.8,679.0,33.55,35.6,1,1,63.55,36.17,complier
36.7,943.0,33.54,30.2,0,0,33.54,36.17,complier
42.6,2487.0,34.61,33.7,0,0,34.61,36.02,complier
40.5,6912.0,42.42,27.9,1,1,72.42,34.92,complier
47.1,3261.0,38.44,22.9,1,0,38.44,18.31,never-taker
47.4,2263.0,35.82,61.5,1,1,65.82,35.85,complier
41.8,2621.0,34.62,54.4,1,1,64.62,36.02,complier
46.6,2439.0,38.34,27.9,1,0,38.34,18.33,never-taker
46.1,2427.0,36.51,29.0,1,0,36.51,18.590000000000003,never-taker
32.8,1028.0,32.96,12.4,0,0,32.96,19.09,never-taker
48.8,8426.0,46.23,51.9,1,1,76.22999999999999,34.38,complier
37.2,3595.0,36.82,40.0,0,0,36.82,35.71,complier
42.8,3945.0,37.85,17.8,1,0,37.85,18.4,never-taker
52.0,3253.0,35.9,17.5,1,0,35.9,18.67,never-taker
48.2,405.0,34.9,19.1,1,0,34.9,18.82,never-taker
37.4,3557.0,37.3,27.8,0,0,37.3,35.64,complier
44.3,9097.0,45.79,4.1,0,0,45.79,17.270000000000003,never-taker
44.2,9672.0,48.05,58.6,0,0,48.05,34.120000000000005,complier
45.4,5190.0,41.36,50.7,1,1,71.36,35.07000000000001,complier
37.2,2349.0,37.0,31.6,1,1,67.0,35.68000000000001,complier
54.9,3165.0,39.63,37.6,1,0,39.63,18.15,never-taker
46.2,4543.0,39.32,8.1,0,0,39.32,18.19,never-taker
44.6,1159.0,34.66,76.3,1,1,64.66,36.02000000000001,complier
48.7,599.0,31.55,24.3,1,1,61.55,36.46000000000001,complier
43.1,5717.0,41.7,32.0,0,0,41.7,35.02,complier
47.1,12879.0,55.23,44.3,0,0,55.23,33.1,complier
40.3,824.0,33.33,19.8,0,0,33.33,19.04,never-taker
40.7,1702.0,35.71,55.4,1,1,65.71000000000001,35.87,complier
46.8,6495.0,42.21,17.2,0,0,42.21,17.78,never-taker
44.0,1857.0,34.67,13.8,1,0,34.67,18.85,never-taker
43.8,823.0,34.35,8.7,0,0,34.35,18.89,never-taker
45.8,4975.0,38.35,10.1,1,0,38.35,18.33,never-taker
38.2,3299.0,39.05,42.0,1,1,69.05,35.39,complier
30.9,6128.0,39.78,8.0,1,0,39.78,18.12,never-taker
42.7,1997.0,35.41,33.8,0,0,35.41,35.91,complier
37.2,8718.0,45.04,6.5,0,0,45.04,17.380000000000003,never-taker
45.8,2670.0,37.09,11.3,0,0,37.09,18.51,never-taker
49.5,15608.0,60.11,10.6,0,0,60.11,15.239999999999997,never-taker
43.0,438.0,33.36,30.7,0,0,33.36,19.03,never-taker
36.9,4489.0,38.11,16.3,1,0,38.11,18.36,never-taker
43.4,3955.0,40.78,18.5,0,0,40.78,17.979999999999997,never-taker
39.7,3002.0,38.98,6.2,1,0,38.98,18.24,never-taker
49.7,1293.0,34.62,25.6,0,0,34.62,18.86,never-taker
44.0,8080.0,47.61,22.6,0,0,47.61,17.010000000000005,never-taker
50.0,1921.0,35.26,9.7,1,0,35.26,18.770000000000003,never-taker
39.9,6149.0,44.03,47.0,1,1,74.03,34.69,complier
43.9,1664.0,33.65,15.6,1,0,33.65,18.99,never-taker
40.2,4820.0,39.18,16.5,1,0,39.18,18.21,never-taker
46.4,3329.0,37.84,6.6,0,0,37.84,18.4,never-taker
42.5,3376.0,36.95,11.1,0,0,36.95,18.529999999999998,never-taker
40.4,5991.0,41.22,37.9,0,0,41.22,35.09,complier
36.9,17805.0,60.58,22.2,1,1,90.58,32.34,complier
48.2,3850.0,37.04,46.2,1,1,67.03999999999999,35.68,complier
47.1,24532.0,73.4,15.9,1,0,73.4,13.36,never-taker
41.2,478.0,33.93,22.0,0,0,33.93,18.950000000000003,never-taker
40.2,7452.0,44.92,10.8,0,0,44.92,17.4,never-taker
46.4,6378.0,43.24,39.8,0,0,43.24,34.800000000000004,complier
50.3,5587.0,42.79,4.9,1,0,42.79,17.700000000000003,never-taker
26.1,1913.0,35.9,5.9,1,0,35.9,18.67,never-taker
49.7,1409.0,32.84,41.3,0,0,32.84,36.27,complier
45.6,987.0,35.66,10.5,1,0,35.66,18.71,never-taker
46.5,6963.0,43.57,30.1,0,0,43.57,34.74999999999999,complier
41.8,1453.0,33.28,17.1,0,0,33.28,19.05,never-taker
39.0,16224.0,60.06,30.3,1,1,90.06,32.42,complier
45.6,9411.0,49.47,34.8,1,0,49.47,16.75,never-taker
35.8,9626.0,47.53,60.9,1,1,77.53,34.19,complier
50.5,28811.0,82.27,22.8,0,0,82.27,12.100000000000009,never-taker
46.5,2361.0,37.51,31.8,1,0,37.51,18.450000000000003,never-taker
38.9,750.0,34.43,19.0,1,0,34.43,18.880000000000003,never-taker
47.0,691.0,32.31,8.7,0,0,32.31,19.18,never-taker
36.5,11317.0,50.31,8.5,1,0,50.31,16.629999999999995,never-taker
47.1,1398.0,33.17,32.9,1,1,63.17,36.23,complier
47.9,4963.0,41.17,18.8,1,0,41.17,17.93,never-taker
44.3,18249.0,60.7,56.8,0,0,60.7,32.31999999999999,complier
46.9,1286.0,35.73,13.1,1,0,35.73,18.700000000000003,never-taker
39.1,1315.0,35.0,18.2,1,0,35.0,18.8,never-taker
31.4,5300.0,39.13,46.2,1,1,69.13,35.38,complier
47.6,3605.0,39.54,44.4,0,0,39.54,35.32,complier
49.0,4954.0,41.2,11.4,0,0,41.2,17.919999999999995,never-taker
50.3,1528.0,35.82,35.7,1,0,35.82,18.69,never-taker
43.2,1791.0,36.46,4.8,0,0,36.46,18.6,never-taker
38.9,824.0,32.51,18.7,1,0,32.51,19.160000000000004,never-taker
31.8,1281.0,35.19,15.2,0,0,35.19,18.78,never-taker
60.6,4068.0,40.31,24.4,1,0,40.31,18.05,never-taker
47.4,789.0,34.85,13.3,0,0,34.85,18.82,never-taker
46.1,1299.0,36.29,14.0,0,0,36.29,18.62,never-taker
40.7,3600.0,35.91,29.3,0,0,35.91,35.84,complier
45.0,479.0,32.9,12.6,0,0,32.9,19.1,never-taker
45.0,3705.0,40.19,33.0,1,0,40.19,18.07,never-taker
41.9,1628.0,33.99,22.7,1,0,33.99,18.95,never-taker
45.7,10995.0,50.2,28.2,1,1,80.2,33.81,complier
44.0,3073.0,38.68,28.3,1,0,38.68,18.28,never-taker
52.0,1736.0,36.78,29.7,1,0,36.78,18.55,never-taker
35.7,3754.0,37.99,21.3,0,0,37.99,18.379999999999995,never-taker
41.9,4125.0,38.07,26.2,0,0,38.07,35.529999999999994,complier
44.4,13498.0,53.77,7.9,0,0,53.77,16.139999999999993,never-taker
44.3,432.0,32.54,10.5,1,0,32.54,19.15,never-taker
30.3,1134.0,34.56,15.4,0,0,34.56,18.86,never-taker
43.0,670.0,35.06,54.9,1,1,65.06,35.959999999999994,complier
46.7,2382.0,35.64,27.0,0,0,35.64,18.71,never-taker
30.1,2853.0,35.68,12.3,0,0,35.68,18.71,never-taker
50.5,1106.0,33.51,7.5,0,0,33.51,19.010000000000005,never-taker
47.5,1382.0,35.84,38.5,0,0,35.84,35.849999999999994,complier
55.2,1611.0,33.48,40.3,1,1,63.48,36.18,complier
39.4,4036.0,38.71,22.6,1,0,38.71,18.28,never-taker
39.6,1642.0,35.99,41.6,1,1,65.99000000000001,35.82999999999999,complier
38.0,991.0,33.56,28.8,1,1,63.56,36.17,complier
42.3,455.0,32.99,30.6,1,1,62.99,36.24999999999999,complier
42.2,1289.0,32.27,14.0,1,0,32.27,19.19,never-taker
33.8,11467.0,49.97,4.6,1,0,49.97,16.680000000000007,never-taker
38.9,5878.0,42.74,26.0,1,0,42.74,17.71,never-taker
47.9,1489.0,36.5,39.6,1,0,36.5,18.590000000000003,never-taker
40.1,2111.0,33.94,27.2,0,0,33.94,36.120000000000005,complier
51.9,8760.0,47.92,6.0,0,0,47.92,16.97,never-taker
36.6,3797.0,39.68,6.7,1,0,39.68,18.14,never-taker
47.1,4615.0,38.08,24.9,0,0,38.08,35.53,complier
39.8,6689.0,43.1,33.3,0,0,43.1,34.82,complier
45.3,4085.0,39.74,20.6,0,0,39.74,18.129999999999995,never-taker
44.3,4127.0,41.16,13.7,1,0,41.16,17.930000000000007,never-taker
46.7,3210.0,35.64,19.4,1,0,35.64,18.71,never-taker
33.7,1879.0,34.87,30.4,1,1,64.87,35.99,complier
47.3,8732.0,45.43,38.7,0,0,45.43,34.49,complier
44.5,2137.0,35.15,36.6,0,0,35.15,35.95,complier
43.8,378.0,33.08,14.5,0,0,33.08,19.07,never-taker
50.8,2466.0,36.09,43.2,1,1,66.09,35.81,complier
51.8,11640.0,51.15,22.6,0,0,51.15,16.509999999999998,never-taker
51.8,1568.0,34.64,35.3,1,1,64.64,36.02,complier
37.1,1161.0,33.0,31.8,1,1,63.0,36.25,complier
49.0,4244.0,39.65,53.3,0,0,39.65,35.309999999999995,complier
42.0,4071.0,40.57,10.6,0,0,40.57,18.009999999999998,never-taker
37.9,1730.0,35.85,22.0,0,0,35.85,18.68,never-taker
43.2,978.0,33.78,17.4,0,0,33.78,18.98,never-taker
37.4,680.0,34.21,49.6,1,1,64.21000000000001,36.080000000000005,complier
42.9,3768.0,37.14,34.8,0,0,37.14,35.66,complier
47.6,896.0,34.63,25.7,1,0,34.63,18.849999999999994,never-taker
41.7,420.0,32.43,19.9,1,0,32.43,19.17,never-taker
45.6,6856.0,43.77,27.0,1,0,43.77,17.559999999999995,never-taker
50.7,1072.0,32.97,32.4,0,0,32.97,36.260000000000005,complier
45.8,2704.0,37.03,35.7,1,1,67.03,35.67999999999999,complier
53.2,9440.0,47.85,23.9,1,0,47.85,16.979999999999997,never-taker
46.0,3890.0,38.74,37.2,0,0,38.74,35.440000000000005,complier
37.6,2282.0,37.27,19.8,0,0,37.27,18.48,never-taker
41.0,2896.0,36.31,35.6,1,1,66.31,35.78,complier
43.8,4092.0,38.6,5.1,1,0,38.6,18.29,never-taker
45.2,9605.0,47.2,56.5,0,0,47.2,34.239999999999995,complier
48.9,6163.0,43.24,19.6,0,0,43.24,17.629999999999995,never-taker
38.9,5877.0,40.68,27.6,0,0,40.68,35.160000000000004,complier
42.7,1333.0,34.15,37.4,0,0,34.15,36.09,complier
45.7,885.0,34.94,14.1,0,0,34.94,18.81,never-taker
45.7,8144.0,47.9,21.9,1,0,47.9,16.970000000000006,never-taker
53.2,10730.0,51.15,12.2,1,0,51.15,16.509999999999998,never-taker
35.3,6461.0,43.42,9.4,1,0,43.42,17.61,never-taker
47.1,10901.0,50.42,32.2,1,1,80.42,33.78,complier
45.5,698.0,34.44,2.0,1,0,34.44,18.880000000000003,never-taker
45.5,8445.0,47.32,11.2,0,0,47.32,17.059999999999995,never-taker
52.0,14238.0,57.89,21.8,0,0,57.89,15.560000000000002,never-taker
41.0,3151.0,35.49,1.8,1,0,35.49,18.73,never-taker
37.1,2458.0,36.32,6.1,0,0,36.32,18.62,never-taker
36.4,2326.0,35.99,5.0,1,0,35.99,18.66,never-taker
41.3,5521.0,39.62,16.6,0,0,39.62,18.15000000000001,never-taker
45.4,1581.0,33.06,29.1,0,0,33.06,36.24,complier
44.2,8665.0,47.09,8.3,1,0,47.09,17.090000000000003,never-taker
52.3,1991.0,33.92,12.5,0,0,33.92,18.96,never-taker
37.7,4428.0,40.95,10.6,1,0,40.95,17.959999999999994,never-taker
44.3,1102.0,35.0,64.7,1,1,65.0,35.97,complier
39.5,15443.0,56.28,19.0,1,1,86.28,32.95,complier
40.0,1582.0,33.27,11.5,1,0,33.27,19.05,never-taker
46.6,2811.0,38.48,9.7,1,0,38.48,18.31,never-taker
48.8,6255.0,41.54,75.2,0,0,41.54,35.04,complier
43.8,5081.0,41.29,22.1,0,0,41.29,17.910000000000004,never-taker
40.2,3935.0,39.85,39.9,0,0,39.85,35.279999999999994,complier
38.4,1636.0,34.22,47.0,0,0,34.22,36.08,complier
42.5,2925.0,36.11,50.6,0,0,36.11,35.81,complier
43.1,8016.0,46.97,44.9,0,0,46.97,34.27,complier
48.1,4270.0,38.22,41.7,1,1,68.22,35.510000000000005,complier
37.6,2249.0,36.3,30.4,0,0,36.3,35.78,complier
53.3,1530.0,34.9,14.8,1,0,34.9,18.82,never-taker
58.2,6825.0,45.94,29.0,0,0,45.94,17.25,never-taker
44.9,2987.0,39.14,19.5,0,0,39.14,18.22,never-taker
45.1,2344.0,37.58,18.3,1,0,37.58,18.440000000000005,never-taker
45.2,314.0,30.59,13.6,0,0,30.59,19.430000000000003,never-taker
46.9,14397.0,55.31,20.1,1,0,55.31,15.920000000000002,never-taker
39.7,6554.0,42.17,27.0,0,0,42.17,34.95,complier
44.8,4896.0,40.98,16.8,0,0,40.98,17.950000000000003,never-taker
43.2,20813.0,65.42,23.3,0,0,65.42,31.66,complier
41.9,1200.0,33.22,16.6,0,0,33.22,19.050000000000004,never-taker
49.0,2312.0,34.61,41.7,0,0,34.61,36.02,complier
40.0,429.0,30.88,20.1,1,1,60.88,36.55000000000001,complier
48.8,3795.0,40.81,40.3,1,0,40.81,17.979999999999997,never-taker
46.1,2230.0,36.22,31.2,0,0,36.22,18.630000000000003,never-taker
49.2,14940.0,58.19,34.8,1,1,88.19,32.68000000000001,complier
43.5,437.0,32.03,29.0,1,1,62.03,36.39,complier
41.9,1172.0,32.6,13.0,0,0,32.6,19.14,never-taker
43.7,3452.0,36.32,61.4,0,0,36.32,35.779999999999994,complier
48.9,3560.0,37.47,15.4,0,0,37.47,18.450000000000003,never-taker
51.3,4496.0,39.15,20.0,0,0,39.15,18.21,never-taker
48.3,8966.0,47.23,11.3,0,0,47.23,17.07,never-taker
33.5,1362.0,33.63,22.4,1,1,63.63,36.16,complier
49.6,7008.0,43.91,5.8,0,0,43.91,17.540000000000006,never-taker
44.2,1460.0,34.55,20.0,0,0,34.55,18.870000000000005,never-taker
44.2,9428.0,49.24,20.2,1,0,49.24,16.779999999999994,never-taker
31.9,5137.0,42.15,25.2,1,0,42.15,17.79,never-taker
40.5,2952.0,38.78,58.2,0,0,38.78,35.42999999999999,complier
47.4,7538.0,43.18,19.8,1,0,43.18,17.64,never-taker
38.5,2327.0,36.69,26.6,0,0,36.69,18.56,never-taker
31.2,1941.0,35.41,34.2,0,0,35.41,35.91,complier
43.6,4209.0,39.94,34.1,0,0,39.94,35.27,complier
38.7,4651.0,37.73,36.1,0,0,37.73,35.580000000000005,complier
46.6,2339.0,37.49,38.0,1,1,67.49000000000001,35.60999999999999,complier
48.7,3231.0,39.09,7.1,0,0,39.09,18.22,never-taker
44.7,2614.0,37.88,19.1,0,0,37.88,18.39,never-taker
42.7,479.0,33.77,27.8,1,0,33.77,18.98,never-taker
41.0,5339.0,40.32,38.1,1,1,70.32,35.21,complier
44.4,3444.0,37.05,34.2,1,1,67.05,35.68000000000001,complier
40.2,7685.0,44.64,25.7,0,0,44.64,34.599999999999994,complier
44.7,2302.0,37.59,9.6,1,0,37.59,18.44,never-taker
49.2,4333.0,38.22,28.8,1,1,68.22,35.510000000000005,complier
43.1,2455.0,35.91,37.9,0,0,35.91,35.84,complier
44.9,2009.0,34.82,19.7,0,0,34.82,18.83,never-taker
46.4,8134.0,44.42,39.0,0,0,44.42,34.629999999999995,complier
41.3,5563.0,43.46,29.9,0,0,43.46,17.6,never-taker
44.3,11134.0,52.58,8.8,0,0,52.58,16.310000000000002,never-taker
40.4,1587.0,36.66,8.3,1,0,36.66,18.57,never-taker
39.7,5969.0,42.39,40.0,1,1,72.39,34.92,complier
47.3,3541.0,38.6,24.3,0,0,38.6,18.29,never-taker
38.3,1458.0,33.54,16.3,1,0,33.54,19.01,never-taker
43.9,2018.0,36.46,16.3,1,0,36.46,18.6,never-taker
42.5,2889.0,36.59,35.6,1,1,66.59,35.739999999999995,complier
39.9,6061.0,43.34,17.4,0,0,43.34,17.619999999999997,never-taker
45.7,6214.0,42.18,13.9,0,0,42.18,17.78,never-taker
36.4,2234.0,36.48,5.9,0,0,36.48,18.590000000000003,never-taker
38.4,8453.0,45.28,40.7,1,1,75.28,34.510000000000005,complier
39.4,7256.0,45.82,22.7,0,0,45.82,17.270000000000003,never-taker
37.8,6897.0,42.67,38.0,0,0,42.67,34.879999999999995,complier
41.0,5237.0,39.93,35.9,1,1,69.93,35.27,complier
44.2,1173.0,32.2,17.5,0,0,32.2,19.2,never-taker
43.8,404.0,30.77,10.6,0,0,30.77,19.4,never-taker
44.7,4758.0,40.57,22.3,1,0,40.57,18.009999999999998,never-taker
42.2,1239.0,32.01,21.6,1,1,62.01,36.39000000000001,complier
44.0,512.0,33.48,64.5,0,0,33.48,36.18,complier
50.5,4754.0,40.03,46.8,0,0,40.03,35.25,complier
34.6,5502.0,42.05,24.5,1,0,42.05,17.800000000000004,never-taker
45.3,8306.0,44.93,33.9,1,1,74.93,34.559999999999995,complier
42.7,717.0,33.5,44.0,0,0,33.5,36.18000000000001,complier
42.0,403.0,32.82,24.3,0,0,32.82,19.11,never-taker
39.7,6561.0,42.05,20.7,0,0,42.05,17.800000000000004,never-taker
33.9,2842.0,36.65,35.4,1,1,66.65,35.73,complier
43.9,5449.0,41.65,36.2,0,0,41.65,35.02,complier
37.7,3162.0,38.02,45.5,0,0,38.02,35.54,complier
47.4,1279.0,36.25,16.6,0,0,36.25,18.62,never-taker
39.8,2962.0,37.05,18.3,0,0,37.05,18.510000000000005,never-taker
40.7,4096.0,37.3,7.6,1,0,37.3,18.480000000000004,never-taker
41.9,5058.0,39.53,41.6,1,1,69.53,35.33,complier
46.7,4353.0,37.86,52.0,0,0,37.86,35.56,complier
47.5,4115.0,41.14,19.2,0,0,41.14,17.93,never-taker
47.2,10039.0,50.28,29.1,0,0,50.28,16.64,never-taker
40.9,6197.0,44.42,40.9,1,1,74.42,34.629999999999995,complier
47.3,7996.0,45.75,44.4,1,1,75.75,34.44,complier
36.8,13706.0,55.01,18.6,0,0,55.01,15.970000000000006,never-taker
46.9,4390.0,39.99,22.3,0,0,39.99,18.09,never-taker
45.8,4670.0,39.59,30.7,1,1,69.59,35.31999999999999,complier
46.6,4299.0,40.7,17.7,1,0,40.7,17.989999999999995,never-taker
40.0,529.0,32.61,28.2,1,1,62.61,36.31,complier
42.9,10721.0,51.1,17.0,1,0,51.1,16.520000000000003,never-taker
50.3,1428.0,35.81,17.3,0,0,35.81,18.69,never-taker
36.2,1324.0,33.06,57.7,1,1,63.06,36.24,complier
45.0,8616.0,46.59,31.3,0,0,46.59,34.31999999999999,complier
41.8,2856.0,35.6,46.2,0,0,35.6,35.88,complier
43.2,1493.0,35.45,23.3,1,0,35.45,18.739999999999995,never-taker
45.4,9600.0,49.47,24.1,1,0,49.47,16.75,never-taker
38.5,4084.0,37.59,47.3,0,0,37.59,35.599999999999994,complier
46.7,3267.0,36.42,43.7,1,1,66.42,35.77,complier
38.6,7275.0,45.18,34.7,0,0,45.18,34.52,complier
42.7,1722.0,33.14,16.6,1,0,33.14,19.07,never-taker
35.7,1184.0,32.18,8.9,0,0,32.18,19.200000000000003,never-taker
43.9,7065.0,45.0,33.4,1,0,45.0,17.380000000000003,never-taker
37.3,3412.0,35.67,9.3,0,0,35.67,18.71,never-taker
45.8,3323.0,39.46,60.4,1,1,69.46000000000001,35.34,complier
53.8,1500.0,35.33,16.6,0,0,35.33,18.760000000000005,never-taker
42.0,6661.0,44.2,6.1,1,0,44.2,17.5,never-taker
39.1,5249.0,42.05,37.1,1,1,72.05,34.97,complier
42.3,904.0,33.86,44.7,0,0,33.86,36.13,complier
45.2,10413.0,48.3,48.9,0,0,48.3,34.08,complier
37.9,10867.0,50.36,31.8,1,1,80.36,33.790000000000006,complier
43.1,2982.0,37.8,3.0,0,0,37.8,18.410000000000004,never-taker
53.6,5180.0,39.17,23.3,1,1,69.17,35.379999999999995,complier
47.0,548.0,34.31,5.1,0,0,34.31,18.9,never-taker
39.1,994.0,35.16,20.0,1,0,35.16,18.78,never-taker
44.7,2845.0,36.41,8.2,1,0,36.41,18.6,never-taker
42.3,3958.0,40.55,75.5,0,0,40.55,35.18000000000001,complier
41.0,2861.0,35.53,74.2,0,0,35.53,35.89,complier
39.3,2329.0,34.69,47.2,1,1,64.69,36.010000000000005,complier
53.3,6642.0,41.96,29.4,0,0,41.96,34.98,complier
31.9,5332.0,39.57,56.5,1,1,69.57,35.32,complier
48.4,6068.0,43.59,24.5,1,0,43.59,17.58,never-taker
41.4,7694.0,43.72,31.6,1,1,73.72,34.730000000000004,complier
51.1,1120.0,32.94,31.4,1,1,62.94,36.260000000000005,complier
37.6,3897.0,39.99,37.4,1,1,69.99000000000001,35.26,complier
46.7,7749.0,44.61,26.6,0,0,44.61,17.439999999999998,never-taker
49.3,1172.0,33.45,40.9,1,1,63.45,36.19,complier
44.5,3177.0,38.55,56.6,0,0,38.55,35.46000000000001,complier
45.4,10655.0,51.54,11.9,1,0,51.54,16.46,never-taker
39.7,1090.0,31.62,18.4,1,1,61.620000000000005,36.44999999999999,complier
40.8,2959.0,37.66,39.1,1,1,67.66,35.59,complier
42.1,6590.0,43.94,43.5,0,0,43.94,34.7,complier
45.3,5509.0,42.39,14.1,0,0,42.39,17.75,never-taker
37.0,4051.0,40.08,36.3,1,1,70.08,35.25,complier
34.3,2443.0,34.93,21.2,0,0,34.93,35.98,complier
39.6,922.0,32.7,28.0,0,0,32.7,36.28999999999999,complier
46.5,3759.0,38.41,56.0,0,0,38.41,35.480000000000004,complier
40.5,2292.0,36.88,32.2,0,0,36.88,18.54,never-taker
41.0,2799.0,38.29,58.6,0,0,38.29,35.50000000000001,complier
45.7,2344.0,34.28,26.3,0,0,34.28,36.06999999999999,complier
44.0,4873.0,40.77,11.8,1,0,40.77,17.979999999999997,never-taker
45.1,1087.0,33.88,9.5,1,0,33.88,18.96,never-taker
46.1,5786.0,43.2,46.5,0,0,43.2,34.81,complier
42.0,710.0,33.5,53.0,0,0,33.5,36.18000000000001,complier
38.0,3359.0,38.08,42.2,1,1,68.08,35.53,complier
36.3,1537.0,36.24,51.3,1,1,66.24000000000001,35.79,complier
35.7,2290.0,36.44,4.7,1,0,36.44,18.6,never-taker
47.4,11482.0,53.09,8.9,0,0,53.09,16.239999999999995,never-taker
35.7,889.0,33.72,36.7,0,0,33.72,36.150000000000006,complier
47.5,1823.0,36.42,69.3,0,0,36.42,35.77,complier
41.3,1355.0,34.28,73.3,1,1,64.28,36.06999999999999,complier
46.0,6521.0,42.09,50.9,1,1,72.09,34.959999999999994,complier
46.5,726.0,34.69,55.7,1,1,64.69,36.010000000000005,complier
43.2,2438.0,36.61,40.8,1,1,66.61,35.739999999999995,complier
45.9,2104.0,34.39,30.3,1,1,64.39,36.05,complier
45.5,9044.0,47.84,36.4,1,1,77.84,34.14999999999999,complier
49.4,4630.0,41.32,20.5,1,0,41.32,17.909999999999997,never-taker
